,...1.x,ResponseId,Q3_recoded.x,Q4.x,Q6.x,data_same.x,data_similar.x,data,procedure_same.x,procedure_similar.x,procedure,results_same.x,results_similar.x,results,context_same.x,context_similar.x,context,rp_rejection.x,Missing.x,Notes.x,...1.y,Q3_recoded.y,Q4.y,Q6.y,data_same.y,data_similar.y,data,procedure_same.y,procedure_similar.y,procedure,results_same.y,results_similar.y,results,context_same.y,context_similar.y,context,rp_rejection.y,Missing.y,Notes.y,diff_data_same,diff_data_sim,diff_pro_same,diff_pro_sim,diff_res_same,diff_res_sim,diff_con_same,diff_con_sim,diff_rp_rej,diff_miss,diff_any,count_diff,diff_data_agg,diff_pro_agg,diff_res_agg,diff_con_agg,diff_tot_agg,dat_rec,pro_rec,res_rec,con_rec,Rejection,label
64,64,R_2qmdq7S2dUyceXc,Physical,Quantitative,"For me, reproducibility means that I describe the methods and data used for gaining my results in such a way that someone else can analyse the data following this description and will yield the same results.",1,0,,1,0,,1,0,,0,0,,0,0,0,64,Physical,Quantitative,"For me, reproducibility means that I describe the methods and data used for gaining my results in such a way that someone else can analyse the data following this description and will yield the same results.",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
65,65,R_232CtupawfIiXtq,Methods,Mixed Methods,"To be able to reproduce, extrapolate and transfer approaches/outputs",0,0,,1,0,,0,0,,0,1,,0,0,0,65,Methods,Mixed Methods,"To be able to reproduce, extrapolate and transfer approaches/outputs",0,0,,1,0,,0,0,,0,1,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,1,0,Transparency/Extension
67,67,R_3LX7ytWfSIQqTFL,Physical,Mixed Methods,I understand reproducibility within the frame of teh Galilean Scientific Method,0,0,,0,0,,0,0,,0,0,,0,0,Not sure,67,Physical,Mixed Methods,I understand reproducibility within the frame of teh Galilean Scientific Method,0,0,,0,0,,0,0,,0,0,,0,0,??? Quick search on this turns up papers that say it is far from clear exactly how similar Galileo's method was to 'the scientific method',FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Peter/Joe?
68,68,R_2SuGIRTFQDqTnsA,Human,Qualitative,"I would understand it to mean that research findings can be reproduced in additional studies (ie. someone could follow my research design and presumably come up with the same results). It strikes me as a term that makes more sense for researchers using quantitative methods, however. As someone who largely deploys ethnographic and qualitative methods it is hard for me to imagine any of my work ever being reproducible (and would ignore the fact that my research findings are less about my study design and more about my interpretation/analysis).",0,0,,1,0,,1,0,,0,0,,1,0,0,68,Human,Qualitative,"I would understand it to mean that research findings can be reproduced in additional studies (ie. someone could follow my research design and presumably come up with the same results). It strikes me as a term that makes more sense for researchers using quantitative methods, however. As someone who largely deploys ethnographic and qualitative methods it is hard for me to imagine any of my work ever being reproducible (and would ignore the fact that my research findings are less about my study design and more about my interpretation/analysis).",0,0,,1,0,,1,0,,0,0,,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,1,Standard
69,69,R_2duJsIjzmsptTyJ,Nature/society,Quantitative,Ensuring that research is replicable.,0,0,,0,0,,1,0,,0,0,,0,0,0,69,Nature/society,Quantitative,Ensuring that research is replicable.,0,0,,0,0,,1,0,,0,0,,0,0,??? Not helpful. Equate with replicability,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Standard
70,70,R_2BzVtanpf2gRXaV,Human,Quantitative,"The ability to reproduce a certain task or method, using only the information provided in the methods section.",0,0,,1,0,,0,0,,0,0,,0,0,0,70,Human,Quantitative,"The ability to reproduce a certain task or method, using only the information provided in the methods section.",0,0,,1,0,,0,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Transparency/Extension
71,71,R_1nVY94yMGyX8wzu,Human,Qualitative,I don't use the term in my own research. To me it simply means that a certain result or set of results in a study can be reproduced in another study.,0,0,,0,0,,1,0,,0,0,,1,0,0,71,Human,Qualitative,I don't use the term in my own research. To me it simply means that a certain result or set of results in a study can be reproduced in another study.,0,0,,0,0,,1,0,,0,0,,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,1,Standard
72,72,R_0DhQQK20MQEx7uF,Human,Quantitative,My reporting about the research should be so transparent that other researchers would be able to do the same research and check their results against mine. If possible the data I collected/used should be made available to the public so as to allow a replication study.,1,0,,1,0,,1,0,,0,0,,0,0,0,72,Human,Quantitative,My reporting about the research should be so transparent that other researchers would be able to do the same research and check their results against mine. If possible the data I collected/used should be made available to the public so as to allow a replication study.,1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
74,74,R_2fBb66i88MJxbBw,Physical,Quantitative,"My field is luminescence dating. Reproducibility means that I get the same age for more than one sample from the same layer, or that another lab gets the same age from the same sample that I processed.",1,0,,0,0,,1,0,,0,0,,0,0,0,74,Physical,Quantitative,"My field is luminescence dating. Reproducibility means that I get the same age for more than one sample from the same layer, or that another lab gets the same age from the same sample that I processed.",1,0,,0,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,Data Collection
76,76,R_3EIg2GgnIxrHRwR,Other,Quantitative,research is replicable by others,0,0,,0,0,,1,0,,0,0,,0,0,0,76,Other,Quantitative,research is replicable by others,0,0,,0,0,,1,0,,0,0,,0,0,??? Not helpful. Equate with replicability,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Standard
77,77,R_2qwqLif5rtkCPPI,Human,Mixed Methods,"that another person, conducting a similar experimental setup, or questionnaire, would come to the same conclusions",0,0,,0,1,,1,0,,0,0,,0,0,0,77,Human,Mixed Methods,"that another person, conducting a similar experimental setup, or questionnaire, would come to the same conclusions",0,0,,0,1,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Experiment
79,79,R_DTpHdZXHWwWdJ2p,Physical,Mixed Methods,"Methods, sampling strategy and decisions during processing and analysis are to be described in detail so that the study can be repeated with a high chance of obtaining similar/identical results. Any inferences and conjectures are to be made explicit.",0,0,,1,0,,1,1,,0,0,,0,0,0,79,Physical,Mixed Methods,"Methods, sampling strategy and decisions during processing and analysis are to be described in detail so that the study can be repeated with a high chance of obtaining similar/identical results. Any inferences and conjectures are to be made explicit.",0,0,,1,0,,1,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Transparency/Extension
80,80,R_9Ttdl9zqYuX35U5,Nature/society,Mixed Methods,That other researchers get similar results using similar methods with a similar population,0,0,,0,1,,0,1,,0,1,,0,0,0,80,Nature/society,Mixed Methods,That other researchers get similar results using similar methods with a similar population,0,0,,0,1,,0,1,,0,1,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,1,0,Standard
83,83,R_3mlaE1nj42n3Jkn,Physical,Quantitative,It is the ability of third parties to obtain the same results presented in a study using the same database.,1,0,,0,0,,1,0,,0,0,,0,0,0,83,Physical,Quantitative,It is the ability of third parties to obtain the same results presented in a study using the same database.,1,0,,0,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,Standard
84,84,R_1LGWIpV1lfqRQhH,Human,Qualitative,replicability,0,0,,0,0,,1,0,,0,0,,0,0,Coding replicability as same results,84,Human,Qualitative,replicability,0,0,,0,0,,1,0,,0,0,,0,0,??? Not helpful. Equate with replicability,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Omit
85,85,R_1mkpHHDTPvOKbeU,Methods,Quantitative,"That all aspects of the research can be replicated. Data and sufficient metadata are associated with a study along with code, and or model parameters are documented",1,0,,1,0,,1,0,,0,0,,0,0,0,85,Methods,Quantitative,"That all aspects of the research can be replicated. Data and sufficient metadata are associated with a study along with code, and or model parameters are documented",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
86,86,R_ub4GW10YmiSKqJ3,Methods,Quantitative,"Giving enough details about the empirical analysis undertaken in order to make it possible, for other reserachers, to reproduce the study",0,0,,1,0,,1,0,,0,0,,0,0,0,86,Methods,Quantitative,"Giving enough details about the empirical analysis undertaken in order to make it possible, for other reserachers, to reproduce the study",0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Transparency/Extension
87,87,R_10MI2qrzqp9x8IA,Physical,Mixed Methods,Applying measurement techniques which can guarantee that temperature or displacements are measured with a high degree of reliability over a long period of time in a challenging environment.,0,0,,1,0,,0,1,,0,0,,0,0,0,87,Physical,Mixed Methods,Applying measurement techniques which can guarantee that temperature or displacements are measured with a high degree of reliability over a long period of time in a challenging environment.,0,0,,1,0,,0,1,,0,0,,0,0,comparison to real world not prior study,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Data Collection
88,88,R_3lDOD0MhxY60NpA,Nature/society,Mixed Methods,"That other researchers could use the same or similar methodology without great difficulty and, given similar data, arrive at comparable results",0,1,,1,1,,0,1,,0,0,,0,0,0,88,Nature/society,Mixed Methods,"That other researchers could use the same or similar methodology without great difficulty and, given similar data, arrive at comparable results",0,1,,1,1,,0,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
89,89,R_27wEQfeRojFAZqp,Human,Mixed Methods,"The ability for a researcher to use my data and come up with similar results or visit field sites, collect data, and come to similar conclusions.",1,0,,0,0,,0,1,,0,0,,0,0,0,89,Human,Mixed Methods,"The ability for a researcher to use my data and come up with similar results or visit field sites, collect data, and come to similar conclusions.",1,0,,0,0,,0,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,Standard
90,90,R_8AeAQXdMCM4bgR3,Human,Qualitative,"the ability to repeat a certain study, using similar methods, with the expectation to get similar (or close enough) results as the original study.",0,0,,0,1,,0,1,,0,0,,0,0,0,90,Human,Qualitative,"the ability to repeat a certain study, using similar methods, with the expectation to get similar (or close enough) results as the original study.",0,0,,0,1,,0,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
91,91,R_ueuHnSJkLCzi2Ax,Methods,Quantitative,That your research can be replicated by other researchers following your methodology and produce comparable results.,0,0,,1,0,,0,1,,0,0,,0,0,0,91,Methods,Quantitative,That your research can be replicated by other researchers following your methodology and produce comparable results.,0,0,,1,0,,0,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
92,92,R_27PAhFx6ES7Zw3g,Methods,Quantitative,Allowing others to conduct the same study to duplicate to repudiate the results,0,0,,1,0,,1,0,,0,0,,0,0,0,92,Methods,Quantitative,Allowing others to conduct the same study to duplicate to repudiate the results,0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
93,93,R_3GiCVlcNYiS7jK0,Physical,Mixed Methods,Could similar authors using similar methods come to the same conclusion?,0,0,,0,1,,1,0,,0,0,,0,0,0,93,Physical,Mixed Methods,Could similar authors using similar methods come to the same conclusion?,0,0,,0,1,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
94,94,R_2Yte8oEStq6xFtg,Human,Quantitative,Providing necessary information so that other researchers may replicate the study.,0,0,,1,0,,0,0,,0,0,,0,0,replicate study coding,94,Human,Quantitative,Providing necessary information so that other researchers may replicate the study.,0,0,,1,0,,0,0,,0,0,,0,0,Equate with replicability,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Transparency/Extension
95,95,R_RnoAmAEeFVUsw5b,Human,Mixed Methods,"Research practices (including study design, execution, and reporting) that generate findings which may be reproduced by an independent research team following the same protocol. This requires exhaustive reporting of methods and careful attention to data validity.",0,0,,1,0,,1,0,,0,0,,0,0,0,95,Human,Mixed Methods,"Research practices (including study design, execution, and reporting) that generate findings which may be reproduced by an independent research team following the same protocol. This requires exhaustive reporting of methods and careful attention to data validity.",0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Transparency/Extension
96,96,R_3EaKeUakcDXYUon,Human,Quantitative,Applying the same methodology in different case studies,0,0,,1,0,,0,0,,0,1,,0,0,Similar context really means different context in my coding,96,Human,Quantitative,Applying the same methodology in different case studies,0,0,,1,0,,0,0,,0,1,,0,0,Similar context really means different context in my coding,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,1,0,Transparency/Extension
97,97,R_9oZDBHpoNLHtm01,Methods,Quantitative,"Using the same data and the same algorithm, it should be possible to reproduce any stated results exactly (i.e. to the rounding function of one's computer).",1,0,,1,0,,1,0,,0,0,,0,0,0,97,Methods,Quantitative,"Using the same data and the same algorithm, it should be possible to reproduce any stated results exactly (i.e. to the rounding function of one's computer).",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
98,98,R_vq3VYpnMKXgksHD,Physical,Quantitative,Creating datasets and describing methodologies that can be reused by others.,1,0,,1,0,,0,0,,0,0,,0,0,0,98,Physical,Quantitative,Creating datasets and describing methodologies that can be reused by others.,1,0,,1,0,,0,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
100,100,R_3P7xxkvazoD4lGM,Human,Mixed Methods,"Reproducibility suggests the ability of other researchers to replicate in form and function, at least in principle, the research that another scholar has produced. This requires careful detailing by the original researcher of sources, methods, and means of data collection as well as systems of analysis.",0,0,,1,0,,0,0,,0,0,,0,0,replicate study coding,100,Human,Mixed Methods,"Reproducibility suggests the ability of other researchers to replicate in form and function, at least in principle, the research that another scholar has produced. This requires careful detailing by the original researcher of sources, methods, and means of data collection as well as systems of analysis.",0,0,,1,0,,0,0,,0,0,,0,0,Equate with replicability,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Transparency/Extension
101,101,R_3PdH84PE28OWilu,Nature/society,Quantitative,Research methodology should be described and done in such a way as to allow any researcher to reproduce the same type of study based on the methodology described.,0,0,,1,0,,0,0,,0,0,,0,0,0,101,Nature/society,Quantitative,Research methodology should be described and done in such a way as to allow any researcher to reproduce the same type of study based on the methodology described.,0,0,,1,0,,0,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Transparency/Extension
102,102,R_3h5ccvuubVIUTIf,Methods,Quantitative,"Another researcher, with the same data and methods, should get the same results.",1,0,,1,0,,1,0,,0,0,,0,0,0,102,Methods,Quantitative,"Another researcher, with the same data and methods, should get the same results.",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
103,103,R_VI8rGnm5bM7h2lX,Physical,Quantitative,Would similar results be obtained from a study of the process under similar conditions.  Would another research be able to obtain these similar results.,0,0,,0,0,,0,1,,0,1,,0,0,0,103,Physical,Quantitative,Would similar results be obtained from a study of the process under similar conditions.  Would another research be able to obtain these similar results.,0,0,,0,0,,0,1,,0,1,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,0,Standard
104,104,R_1l4WM5gdcrI0efD,Methods,Quantitative,Provide the enough details to ensure the potential replication of the work carried by the authors,0,0,,1,0,,0,0,,0,0,,0,0,replicate study,104,Methods,Quantitative,Provide the enough details to ensure the potential replication of the work carried by the authors,0,0,,1,0,,0,0,,0,0,,0,0,Equate with replicability,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Transparency/Extension
105,105,R_2CxC4ddbE0XnGCF,Physical,Quantitative,ability to reproduce the results/findings of a project,0,0,,0,0,,1,0,,0,0,,0,0,0,105,Physical,Quantitative,ability to reproduce the results/findings of a project,0,0,,0,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Standard
107,107,R_5BkD1Fotn5FyGUF,Methods,Mixed Methods,"The research would be re-doable by other researchers, with the same or similar data, and the results would be comparable.",1,1,,1,0,,0,1,,0,0,,0,0,0,107,Methods,Mixed Methods,"The research would be re-doable by other researchers, with the same or similar data, and the results would be comparable.",1,1,,1,0,,0,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
108,108,R_2sEz1ZISkAYPCtX,Human,Qualitative,"I'm actually not sure. I primarily conduct qualitative research and I'm not familiar with the term when it comes to qualitative research. I use the term transferability, reproducibitlity sound more quantitative.",0,0,,0,0,,0,0,,0,0,,0,1,"While not missing, this person doesn't have a definition.",108,Human,Qualitative,"I'm actually not sure. I primarily conduct qualitative research and I'm not familiar with the term when it comes to qualitative research. I use the term transferability, reproducibitlity sound more quantitative.",0,0,,0,0,,0,0,,0,0,,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Omit
109,109,R_3qTY9LpuAFOLKij,Methods,Quantitative,The ability to get the same results using the same data and methods as in the original study/paper,1,0,,1,0,,1,0,,0,0,,0,0,0,109,Methods,Quantitative,The ability to get the same results using the same data and methods as in the original study/paper,1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
114,114,R_10rzTBB9mklhnar,Methods,Mixed Methods,"Describing the methods used and provide access to input data and possible software so that the work can be replicated to the best possible extent (when possible coming to the same results). Where applicable, any third person should be able to reproduce relevant diagrams, tables, maps etc. from the provided materials.",1,0,,1,0,,1,0,,0,0,,0,0,0,114,Methods,Mixed Methods,"Describing the methods used and provide access to input data and possible software so that the work can be replicated to the best possible extent (when possible coming to the same results). Where applicable, any third person should be able to reproduce relevant diagrams, tables, maps etc. from the provided materials.",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
115,115,R_3me5aCWhLQD0aKX,Methods,Quantitative,"The degree of openness and technical documentation allowing any other research with an appropriate skillset to use our methods, data, and computing environment to recreate the presented results.",1,0,,1,0,,1,0,,0,0,,0,0,0,115,Methods,Quantitative,"The degree of openness and technical documentation allowing any other research with an appropriate skillset to use our methods, data, and computing environment to recreate the presented results.",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
116,116,R_7Osv8YXMNHxJFdL,Methods,Quantitative,The ability to re-generate exactly the results published based on the data and code provided by the authors.,1,0,,1,0,,1,0,,0,0,,0,0,0,116,Methods,Quantitative,The ability to re-generate exactly the results published based on the data and code provided by the authors.,1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
117,117,R_24i0A0k3ZKHmflz,Human,Quantitative,It is possible to reproduce the results with the same data,1,0,,0,0,,1,0,,0,0,,0,0,0,117,Human,Quantitative,It is possible to reproduce the results with the same data,1,0,,0,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,Standard
119,119,R_eyUhlpv9KYcyOeB,Nature/society,Mixed Methods,Another scholar with access to the same data would produce results that are not different from mine in a statistically significant way.,1,0,,0,0,,1,0,,0,0,,0,0,0,119,Nature/society,Mixed Methods,Another scholar with access to the same data would produce results that are not different from mine in a statistically significant way.,1,0,,0,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,Standard
122,122,R_3Pucsh39MsIuQ5D,Methods,Quantitative,To reproduce the outcomes that other independent researchers has generated and probably published,0,0,,0,0,,1,0,,0,0,,0,0,0,122,Methods,Quantitative,To reproduce the outcomes that other independent researchers has generated and probably published,0,0,,0,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Standard
124,124,R_1exeB5RduG5H4A2,Physical,Quantitative,"samples, data, and methods are curated and described such that another researcher is able to reproduce the results of a study",1,0,,1,0,,1,0,,0,0,,0,0,0,124,Physical,Quantitative,"samples, data, and methods are curated and described such that another researcher is able to reproduce the results of a study",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
125,125,R_2ctLOm178dUNGpS,Nature/society,Quantitative,Sharing data and code to allow others to reproduce research findings,1,0,,1,0,,1,0,,0,0,,0,0,0,125,Nature/society,Quantitative,Sharing data and code to allow others to reproduce research findings,1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
126,126,R_25vjzTPEr14MsOh,Methods,Quantitative,"Providing sufficient narrative description, computer code, and data for another expert to fully recreate a published analysis.",1,0,,1,0,,1,0,,0,0,,0,0,0,126,Methods,Quantitative,"Providing sufficient narrative description, computer code, and data for another expert to fully recreate a published analysis.",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
127,127,R_1mEtMwltGElYSPp,Physical,Quantitative,"In short, I understand reproducibility to be the ability of other researchers to use the same methods on the same data to produce the same results.",1,0,,1,0,,1,0,,0,0,,0,0,0,127,Physical,Quantitative,"In short, I understand reproducibility to be the ability of other researchers to use the same methods on the same data to produce the same results.",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
128,128,R_1MNjhhpDV15sPeV,Methods,Quantitative,"Another researcher could take my data, use my analytical approach and produce the same result.",1,0,,1,0,,1,0,,0,0,,0,0,0,128,Methods,Quantitative,"Another researcher could take my data, use my analytical approach and produce the same result.",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
131,131,R_3g6pPPDUIAGbpyO,Methods,Mixed Methods,"The ability of performing the developed/proposed method and achieving the same results as the ones presented in a paper - report. This can be achieved by offering your code as open source or with a detailed description of the methodology, techniques and settings selected during the experiments.",0,0,,1,0,,1,0,,0,0,,0,0,0,131,Methods,Mixed Methods,"The ability of performing the developed/proposed method and achieving the same results as the ones presented in a paper - report. This can be achieved by offering your code as open source or with a detailed description of the methodology, techniques and settings selected during the experiments.",0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Transparency/Extension
133,133,R_eKEuf2T2cIDdjvH,Physical,Quantitative,Data that can be obtained again and it produces the same results.,1,0,,0,0,,1,0,,0,0,,0,0,0,133,Physical,Quantitative,Data that can be obtained again and it produces the same results.,1,0,,0,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,Data Collection
141,141,R_2pRxlzkona0H5gQ,Human,Quantitative,"The other researchers should be able to reproduce the results ...and that methodology should be described to support this option. 
Another aspect is whether my results reproduce the results of others. I see this as an important part of commentary and discussion of findings.",0,0,,1,0,,1,0,,0,0,,0,0,0,141,Human,Quantitative,"The other researchers should be able to reproduce the results ...and that methodology should be described to support this option. 
Another aspect is whether my results reproduce the results of others. I see this as an important part of commentary and discussion of findings.",0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Transparency/Extension
