"","X.x","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","ExternalReference","DistributionChannel","UserLanguage","Q1","Q2","Q3","Q3_5_TEXT","Q4","Q5","Q6","Q7a","Q7a_1","Q7a_2","Q7a_3","Q7b","Q7b_1","Q7c","Q7c_1","Q7c_2","Q7c_3","Q7d","Q7d_1","Q7d_2","Q7e","Q7e_1","Q8_1","Q8_2","Q8_3","Q8_4","Q8_5","Q8_6","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q10","Q11_1","Q11_2","Q11_3","Q12_1","Q12_2","Q12_3","Q12_4","Q12a","Q13_1_1","Q13_2_1","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q14_9","Q14_10","Q14_11","Q14_12","Q15","Q16","Q16_5_TEXT","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q17_7","Q17_8","Q17_9","Q17_10","Q17a","Q18","Q19","Q19_9_TEXT","Q20","Q20_5_TEXT","Q21","Q21_7_TEXT","Q22","Q23","hegs_id"
"184",189,"5/31/2022 15:44","5/31/2022 16:14","IP Address","100",1782,"TRUE","5/31/2022 16:14","R_3emgvQrP9GpeXiu",NA,"email","EN","35-54 years old","Yes","Physical geography, earth and environmental sciences","","Mixed Methods","To a great extent","reproducibility to me is the development of knowledge, practices, and analysis protocols in the field and laboratory that can be applied to other places and areas of knowledge that have affinity with physical geography, especially soil science and paleoecology.","Somewhat","Some of the time","Data analysis","Rarely","Somewhat","Most of the time","Very little","Rarely","Most of the time","Rarely","Very little","Rarely","Never","Very little","Rarely","Disagree","","Disagree","Agree","Agree","Disagree","Yes","Yes","Yes","Yes","No","Yes","Yes","the type and quality of the results obtained, as they would generate important information for the study sites","Some","Some","None","Yes, some","No","No","","","30","50","Rarely","Occasionally","Occasionally","Frequently","Frequently","Frequently","Frequently","Occasionally","Frequently","Rarely","Frequently","Rarely","","Principal investigator of the study","","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","","2 - 5 people","Associate professor/lecturer","","Female",NA,"White","","Brazil","I would like to be entered into the prize draw",26701
"185",192,"5/31/2022 17:09","5/31/2022 17:31","IP Address","100",1293,"TRUE","5/31/2022 17:31","R_ZfNXMVdUnSiUXpD",NA,"email","EN","35-54 years old","Yes","Human geography","","Qualitative","Somewhat","to me this term would mean that the methods that have been used to conduct the research can be 'reproduced' by another researcher.  not quite the scientific hypothesis appraoch but not dissimilar ","Not at all","","","","Not at all","","Somewhat","Never","","Never","Not at all","","","Not at all","","Strongly disagree","","Strongly disagree","","Agree","Agree","No","No","No","Yes","","No","No","","","","","","","","","","?","?","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","My research is focussed on developing partnerships with community leaders to co-develop our research.  We use qualitative and participatory research methods.  There is no way that any research project could be 'reproduced' to get the same results with a different community - that's just not how it works.  The methods could be reproduced, no issue with that, but the partnerhips, the dynamics of the relationships, the opinons, values, aspirations shared by one community group is not likely to be the same as another community group. Further, the original community partnership is not going to want to do the same research again with another researcher, as what would be the point of that?  Hopefully, via the original encounter, they would have found out what they needed to learn.  So this notion of 'reproducibility' doesn't seem to apply.   ","Other (specify)","see earlier comment. ","","","","","","","","","","","again, if the reproducibility is the research method, then this is important and valid, but if you are saying that the work could be reproduced with the same community group by another researcher to get the same results - it's just not appropriate.  As this doesn't take into account the personality of the researcher, how they may work, their positionalitiy (and the positionality of their research partners) and so on.","11 - 15 people","Associate professor/lecturer","","Female",NA,"Other","","Australia","",19562
"186",193,"5/31/2022 18:00","5/31/2022 18:08","IP Address","100",499,"TRUE","5/31/2022 18:08","R_22yVi8Nga67JXDy",NA,"email","EN","55+ years old","Yes","Human geography","","Mixed Methods","To a great extent","","To a great extent","Rarely","Data visualization or mapping","Some of the time","Somewhat","Most of the time","To a great extent","Always","Most of the time","Most of the time","Somewhat","Rarely","Never","Not at all","","Strongly disagree","Strongly agree","Disagree","Agree","Agree","Agree","No","No","No","Yes","No","No","No","","","","","","","","","","60","60","Occasionally","Frequently","Frequently","Frequently","Frequently","Frequently","","","Frequently","","Frequently","Frequently","","Principal investigator of the study,Peer-reviewer(s),Journal editor(s)","","Somewhat important","Somewhat important","Somewhat important","Not important","Somewhat important","Somewhat important","Somewhat important","Very important","Very important","Very important","","2 - 5 people","Full professor/lecturer","","Female",NA,"White","","Australia","I would like to be entered into the prize draw",8310
"187",195,"5/31/2022 19:19","5/31/2022 19:32","IP Address","100",738,"TRUE","5/31/2022 19:32","R_1pMOHEutSwdzxqr",NA,"email","EN","35-54 years old","Yes","Geographic methods, GIS, spatial statistics","","Quantitative","Somewhat","The ability for someone else to reproduce the results given the input data.","To a great extent","Most of the time","Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Some of the time","Somewhat","Rarely","Somewhat","Some of the time","Rarely","Rarely","Somewhat","Rarely","Rarely","Not at all","","Agree","Strongly disagree","Agree","Agree","Strongly agree","","Yes","Yes","No","No","No","Yes","No","","","","","","","","","","60","70","Frequently","Occasionally","Frequently","Occasionally","Frequently","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Rarely","","Principal investigator of the study,Funding agency","","Very important","Somewhat important","Somewhat important","Very important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Very important","Somewhat important","","2 - 5 people","Associate professor/lecturer","","Male",NA,"Asian","","China","",13666
"188",196,"5/26/2022 20:09","5/31/2022 19:40","IP Address","100",430248,"TRUE","5/31/2022 19:40","R_1flQYKFTsSIMnWO",NA,"email","EN","18-34 years old","Yes","Physical geography, earth and environmental sciences","","Mixed Methods","Somewhat","Reproducibility is very important for our research.","To a great extent","Always","Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Most of the time","To a great extent","Always","To a great extent","Most of the time","Always","Most of the time","To a great extent","Always","Some of the time","Somewhat","Always","Agree","Agree","Agree","Strongly agree","Agree","Disagree","Yes","Yes","Yes","No","No","Yes","Yes","We had more data than before, and we wanted to repeat past studies to see results were also reliable.  ","Some","Some","Some","Yes, all","Yes, all","Yes, all","Yes, some","As a part of deeping research to submit. ","100","100","Never","Rarely","Rarely","Rarely","Occasionally","Occasionally","Never","Rarely","Never","Occasionally","Rarely","Rarely","It will take a lot of time, which will delay our research work.","Principal investigator of the study","","Very important","Very important","Very important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Very important","Very important","","16+ people","Associate professor/lecturer","","Male",NA,"Asian","","China","I would like to be entered into the prize draw",18154
"189",197,"5/31/2022 20:02","5/31/2022 20:16","IP Address","100",834,"TRUE","5/31/2022 20:16","R_1IGkerQJY4XYlUV",NA,"email","EN","35-54 years old","Yes","Geographic methods, GIS, spatial statistics","","Mixed Methods","Somewhat","the research should be able to replicate to other area/case with similar concept or same method.","To a great extent","Some of the time","Data cleaning or pre-processing,Data analysis","Most of the time","Somewhat","Some of the time","Somewhat","Rarely","Rarely","Some of the time","Somewhat","Some of the time","Most of the time","Not at all","","Agree","Disagree","Strongly disagree","Agree","Agree","Disagree","No","Yes","Yes","No","Yes","Yes","Yes"," We sometime want to apply technique or method in related dataset or in other country. ","Some","Some","Some","No","Yes, some","Yes, some","Yes, some","","10","90","Rarely","Rarely","Occasionally","Occasionally","Frequently","Frequently","Frequently","Frequently","Occasionally","Occasionally","Frequently","Occasionally","","Principal investigator of the study","","Very important","Very important","Somewhat important","Somewhat not important","Somewhat important","Somewhat important","Somewhat not important","Somewhat not important","Somewhat important","Somewhat important","","6 - 10 people","Assistant professor/lecturer","","Male",NA,"Asian","","Thailand","",16101
"190",198,"5/31/2022 21:21","5/31/2022 21:39","IP Address","100",1040,"TRUE","5/31/2022 21:39","R_1kOHtr8wTJB8quW",NA,"email","EN","35-54 years old","Yes","Physical geography, earth and environmental sciences","","Mixed Methods","To a great extent","The data should be real and reproducible. The results should be robust, stable and reproducible by other researchers.","Somewhat","Most of the time","Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Most of the time","To a great extent","Always","Somewhat","Most of the time","Most of the time","Some of the time","Somewhat","Most of the time","Most of the time","Somewhat","Some of the time","Disagree","Disagree","Agree","Strongly agree","Agree","","Yes","Yes","Yes","Yes","No","Yes","No","","","","","","","","","","60","60","Frequently","Occasionally","Frequently","Occasionally","Occasionally","Occasionally","Rarely","Rarely","Occasionally","Occasionally","Occasionally","Frequently","","Principal investigator of the study","","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Very important","Somewhat important","","6 - 10 people","Associate professor/lecturer","","Female",NA,"Asian","","China","I would like to be entered into the prize draw",22717
"191",199,"5/31/2022 21:43","5/31/2022 21:56","IP Address","100",817,"TRUE","5/31/2022 21:56","R_2xFDivcruoNSDht",NA,"email","EN","35-54 years old","Yes","Physical geography, earth and environmental sciences","","Mixed Methods","To a great extent","My understanding of the term is, that I have to work as scientifically correct and precise as possible, so that consequently others can proof or discard my findings.","Somewhat","Some of the time","Data analysis,Data visualization or mapping","Some of the time","Somewhat","Some of the time","Somewhat","Most of the time","Some of the time","Most of the time","Very little","Rarely","Never","Somewhat","Some of the time","Strongly disagree","Strongly disagree","Agree","Strongly agree","Strongly agree","Strongly disagree","Yes","Yes","Yes","Yes","No","Yes","No","","","","","","","","","","80","90","Rarely","Occasionally","Occasionally","Rarely","Rarely","Rarely","Rarely","Rarely","Occasionally","Occasionally","Occasionally","Occasionally","","Principal investigator of the study,Peer-reviewer(s),Journal editor(s)","","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","","2 - 5 people","Post-doctoral fellow","","Male",NA,"Prefer not to say","","Germany","I would like to be entered into the prize draw",1814
"192",200,"5/31/2022 22:36","5/31/2022 22:43","IP Address","100",411,"TRUE","5/31/2022 22:43","R_1jO4czjji8JP9pf",NA,"email","EN","35-54 years old","Yes","Human geography","","Qualitative","Not at all","","Not at all","","","","Not at all","","Very little","Never","","Never","Not at all","","","Not at all","","Disagree","Agree","Disagree","Agree","Disagree","Agree","No","No","No","Yes","No","Yes","No","","","","","","","","","","50","10","Rarely","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Never","Never","Never","Never","Occasionally","Frequently","","Principal investigator of the study,Funding agency","","Somewhat important","Somewhat important","Somewhat important","Not important","Somewhat not important","Somewhat not important","Somewhat important","Somewhat not important","Somewhat not important","Not important","","2 - 5 people","Associate professor/lecturer","","Female",NA,"Asian","","Hong Kong (S.A.R.)","I would like to be entered into the prize draw",22166
"193",205,"6/1/2022 0:31","6/1/2022 0:40","IP Address","100",536,"TRUE","6/1/2022 0:40","R_10OzPKSFnAj98k3",NA,"email","EN","18-34 years old","Yes","Physical geography, earth and environmental sciences","","Quantitative","To a great extent","If another researcher (independent) performs the same experiments as I do, the outcomes should lie within a given uncertainty limit. The experiments should be repeatable and the results not a unique occurrence.","Somewhat","Rarely","Data analysis","Rarely","To a great extent","Always","Somewhat","Most of the time","Always","Most of the time","Not at all","","","Very little","Never","Disagree","Agree","Strongly agree","Agree","Agree","Disagree","Yes","Yes","Yes","Yes","Yes","No","Yes","I needed to understand the method and ameliorate the working process. The fastest way was to reproduce the published results as described in the publication.","None","Some","None","Yes, some","No","No","Did not attempt","","40","70","Rarely","Occasionally","Frequently","Frequently","Frequently","Frequently","Occasionally","Occasionally","Occasionally","Occasionally","Frequently","Rarely","","Principal investigator of the study,Peer-reviewer(s),Other (specify)","Lab technician","Somewhat important","Very important","Very important","Somewhat important","Somewhat important","Very important","Somewhat important","Somewhat not important","Somewhat important","Somewhat important","","16+ people","Graduate student (PhD, masters)","","Female",NA,"White","","Switzerland","I would like to be entered into the prize draw",4466
"194",206,"6/1/2022 0:29","6/1/2022 0:53","IP Address","100",1455,"TRUE","6/1/2022 0:53","R_1hSDRBTL6L3sgdM",NA,"email","EN","35-54 years old","Yes","Physical geography, earth and environmental sciences","","Quantitative","Somewhat","The method/result of my research is to be applied in different locations with similar conditions. ","Somewhat","Some of the time","Obtaining or collecting data,Data visualization or mapping","Most of the time","To a great extent","Always","To a great extent","Most of the time","Always","Most of the time","Not at all","","","Not at all","","Agree","Disagree","Disagree","Strongly agree","Strongly agree","","Yes","Yes","Yes","Yes","No","No","Yes","The applicability is based on the skill and material that I have.","Some","Some","None","Yes, some","No","No","Yes, all","","70","80","Frequently","Occasionally","Occasionally","Occasionally","Frequently","Frequently","Occasionally","Rarely","Occasionally","Never","Rarely","Occasionally","","Peer-reviewer(s)","","Somewhat important","Very important","Very important","Somewhat important","Very important","Somewhat important","Very important","Somewhat important","Somewhat important","Somewhat important","","11 - 15 people","Research scientist","","Male",NA,"Black or African American","","Ethiopia","I would like to be entered into the prize draw",24978
"195",208,"6/1/2022 1:33","6/1/2022 1:44","IP Address","100",712,"TRUE","6/1/2022 1:44","R_116HHN36zSfxViV",NA,"email","EN","35-54 years old","Yes","Physical geography, earth and environmental sciences","","Quantitative","To a great extent","the description of the analysis should be given in a manner that an expert reader (as research is mostly communicated in written form) should be able to come to the same conclusions using sound scientific analyses and the same data. Access to data is critical as analysis tools generally accessible to anyone with sufficient expertise.","To a great extent","Most of the time","Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Always","Very little","Rarely","To a great extent","Always","Some of the time","Some of the time","To a great extent","Some of the time","Most of the time","Very little","Never","Disagree","","Strongly agree","Strongly agree","Strongly agree","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Attempt to understand the phenomenon better","None","None","All","Yes, some","No","Did not attempt","Did not attempt","","","25","Occasionally","Frequently","Occasionally","Frequently","Frequently","Rarely","Rarely","Frequently","Rarely","Occasionally","Frequently","Occasionally","often ignorance, most frequently lack of understanding of what science is.","Principal investigator of the study","","Somewhat important","Somewhat important","Very important","Somewhat not important","Somewhat not important","Somewhat important","Somewhat not important","Very important","Somewhat important","Somewhat not important","it's the underlying requirement of all science. No reproducibility, no science. The ones listed above are minor technical aspects.","11 - 15 people","Associate professor/lecturer","","Male",NA,"Other","european","Finland","",13602
"196",210,"6/1/2022 2:26","6/1/2022 2:37","IP Address","100",666,"TRUE","6/1/2022 2:37","R_WjMvtO6BvOvNEyZ",NA,"email","EN","35-54 years old","Yes","Geographic methods, GIS, spatial statistics","","Mixed Methods","Somewhat","Reproduction of experimental results by a different research team by applying the same methods described by an initial research group","Somewhat","Most of the time","Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Some of the time","Very little","Rarely","Somewhat","Some of the time","Most of the time","Some of the time","Very little","Rarely","Some of the time","Not at all","","","Disagree","Strongly disagree","Agree","Disagree","Agree","No","Yes","No","No","Yes","No","No","","","","","","","","","","60","75","Rarely","Occasionally","Occasionally","Frequently","Frequently","Occasionally","Frequently","Frequently","Rarely","Occasionally","Frequently","Frequently","","Principal investigator of the study","","Somewhat important","Very important","Somewhat important","Very important","Somewhat important","Somewhat important","Somewhat not important","Somewhat important","Somewhat important","Very important","","6 - 10 people","Graduate student (PhD, masters)","","Male",NA,"White","","Greece","I would like to be entered into the prize draw",15179
"197",211,"6/1/2022 1:39","6/1/2022 2:58","IP Address","100",4745,"TRUE","6/1/2022 2:58","R_3RhFWCcFOFANSNP",NA,"email","EN","35-54 years old","Yes","Geographic methods, GIS, spatial statistics","","Mixed Methods","To a great extent","Reproducibility has several aspects : 
-describe and make available methods and feedbacks in order to give all possible information to researchers or practitioners who would want to re use methods and protocols in other settings/context (not as easy as it sounds to provide useful and synthetic information, i try to have researchers that obersve experimentation with users to make proper feedsbacks)
-describe/make available methods and tools for appropriation re-use
-publication of analysis and feedbacks and dissemination in research conference and professional events
It is difficult to do all and not always possible (time consuming, intellectual property on data, not paid for in projects for stable and durable online availability, etc.)","Somewhat","Most of the time","Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Most of the time","Somewhat","Most of the time","Somewhat","Most of the time","Some of the time","Some of the time","Somewhat","Most of the time","Most of the time","Not at all","","","","Strongly agree","Strongly agree","Agree","Disagree","Yes","Yes","Yes","Yes","Yes","Yes","No","","","","","","","","","","20","35","Occasionally","Frequently","Frequently","Frequently","Frequently","Frequently","Occasionally","Frequently","Rarely","Rarely","Frequently","Frequently","it is difficult (impossible to some extent?) to list all factors that can influence results in an experimentation (whether very controlled or in real life). Most of the time many factors are overlooked, we would need an interdisciplinary framework and stabdarddisation of some key criteria to be described in all experimentation.
Fragmentation of research and lack of inter/transdisicplinary is the a big contributor to lack of reproducibility. Focusing on a specific effect with very little scope (E.G. one function in a geovisualization for instance) can lead to results with wery little to no significance. Many factors are just overlooked and would need to be observed by researchers from other disciplines.I worked with researchers in information and communication studies in experiments they made observations that no geographers could make. Segmenting and producing very specialized research is good for a career buit often useless : little significance, reproducibility if it exists, would not be very relevant anyway, situation are so far from real life that it is impossible to reuse. Specialization on very specific and technical topics sells good in sciences but failing to aim for a larger point of view and analysis often does not allow for the reuse of results.
So pressure to publish is also a huge factor in my opinion. if you want to be successful, you do not have the time to make transdicisplinary project, and you should not really take the time to discuss with other disciplines because others will publish more than you and get a job...","Principal investigator of the study,Peer-reviewer(s),Journal editor(s),Funding agency,Other (specify)","every researchers should have this goal in mind as an ethical requirement, and it should be a requirement  at least where there is public funding (which is the case in a lot of private corporations in many countrires)","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Please not that my anwers above are my opinion. in practice, it is not a requirement and many have great careers and receive praise without allowing for reproducibility or pretending to. Others trying to allow it are not considered efficient enough (publications, etc.) and accordingly often do no get position in a university. In the end, it is really hard to aim for reproducibility when people know their job and career are linked to other factors and that aiming for it will delay them in their path. Most just do whath the systems take into account as successful research and they cannot be individually blame for it.","16+ people","Associate professor/lecturer","","Female",NA,"White","","France","I would like to be entered into the prize draw",14993
"198",212,"6/1/2022 3:40","6/1/2022 3:49","IP Address","100",497,"TRUE","6/1/2022 3:49","R_2cj7VeYLALDM06P",NA,"email","EN","35-54 years old","Unsure","Other (specify)","Archaeology","Mixed Methods","To a great extent","As a field scientist it is often not possible to reproduce our research entirely, but the methods and models and statistics employed should theoretically be understandable and reproducible in a similar context by other researchers with nearly the same results. ","Somewhat","Some of the time","Data analysis","Some of the time","Somewhat","Most of the time","To a great extent","Most of the time","Rarely","Rarely","Not at all","","","Very little","Never","Strongly disagree","Strongly agree","Strongly disagree","Disagree","Strongly disagree","Strongly agree","Yes","Yes","Yes","Yes","No","No","No","","","","","","","","","","10","1","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Frequently","Frequently","Rarely","Occasionally","","Principal investigator of the study,Peer-reviewer(s),Journal editor(s)","","Somewhat not important","Not important","Somewhat not important","Somewhat not important","Somewhat not important","Not important","Not important","Not important","Not important","Somewhat important","","2 - 5 people","Post-doctoral fellow","","Male",NA,"White","","Sweden","I would like to be entered into the prize draw",25645
"199",213,"5/18/2022 5:24","5/18/2022 5:30","IP Address","74",322,"FALSE","6/1/2022 5:24","R_Zsih1UuO5mY3B3b",NA,"email","EN","35-54 years old","Yes","Human geography","","Qualitative","Somewhat","As a historical geographer, working with qualitative research methods, I understand reproducibility more in terms of sources than of methods. I see reproducible research as being that which makes clear the origin and location of its data.","Very little","Never","","","Very little","Never","Somewhat","Never","","Never","Not at all","","","Not at all","","","","Agree","","","Agree","Yes","No","No","No","No","No","No","","","","","","","","","","50","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","",24810
"200",218,"6/1/2022 6:03","6/1/2022 6:20","IP Address","100",1002,"TRUE","6/1/2022 6:20","R_2BaNI5ghpBAK0h8",NA,"email","EN","35-54 years old","Yes","Geographic methods, GIS, spatial statistics","","Quantitative","To a great extent","Reproducible research usually publishes the data used to justify research claims. If the data cannot be published (as in my case), the description of the methods should allow researchers to replicate the results if they had the same data. These are the practical dimensions of reproducibility. Conceptually, reproducibility is about minimizing or eliminating the bias of subjective decisions, or contextualizing your findings with respect to the methodological choices you make as a researcher.","To a great extent","Most of the time","Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Rarely","Somewhat","Most of the time","To a great extent","Some of the time","Always","Some of the time","To a great extent","Some of the time","Some of the time","Very little","Never","Disagree","Disagree","Disagree","Strongly agree","Strongly disagree","Disagree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","I did not trust the reproducibility of my own work, so I tried to reproduce it. That failed, so I started over with a colleague who could help make it more reproducible and check the validity of the research.","Some","Some","Some","Yes, all","Yes, all","Yes, all","Did not attempt","That was not the point of my reproduction. I was trying to reproduce my own research prior to publication.","","","","","","Frequently","Frequently","Frequently","","","","","","","Data may be proprietary or covered by data sharing agreements that prevent researchers from sharing, even if they want to.","Principal investigator of the study,Peer-reviewer(s),Funding agency","","Very important","Very important","Somewhat not important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Very important","","2 - 5 people","Graduate student (PhD, masters)","","Male",NA,"White","","United States of America","I would like to be entered into the prize draw",6031
"201",219,"6/1/2022 6:21","6/1/2022 6:32","IP Address","100",671,"TRUE","6/1/2022 6:32","R_Pwa2G1cjqoIiWqt",NA,"email","EN","35-54 years old","Yes","Physical geography, earth and environmental sciences","","Quantitative","Somewhat","If someone were to travel to my study sites, employ a similar sampling strategy and invest a comparable effort in the lab I believe they would come to the same results and conclusions that my colleagues and I did.","Somewhat","Some of the time","Data analysis","Always","Somewhat","Most of the time","To a great extent","Always","Most of the time","Some of the time","Somewhat","Some of the time","Rarely","Not at all","","Disagree","Disagree","Agree","Agree","Agree","Disagree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Needing to feel more confident in the results of my research","Some","Some","Some","Yes, all","Yes, some","Yes, some","Did not attempt","I completed the reproduction to bolster my own confidence in the research and didn't feel a need to publish.","50","60","Rarely","Rarely","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Frequently","Rarely","Occasionally","Frequently","","Principal investigator of the study,Peer-reviewer(s)","","Very important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Very important","Very important","Very important","Very important","","6 - 10 people","Full professor/lecturer","","Male",NA,"White","","United States of America","I would like to be entered into the prize draw",24862
"202",221,"6/1/2022 8:07","6/1/2022 8:26","IP Address","100",1138,"TRUE","6/1/2022 8:26","R_DNbFPqtAczho7a9",NA,"email","EN","18-34 years old","Yes","Geographic methods, GIS, spatial statistics","","Quantitative","Somewhat","My research is clearly and correctly described, so that the other people can get the same result if he or she do the same thing as I describe.","Somewhat","Some of the time","Obtaining or collecting data,Data cleaning or pre-processing,Data analysis","Some of the time","Not at all","","Somewhat","Some of the time","Never","Never","To a great extent","Rarely","Never","Not at all","","Disagree","Disagree","Agree","Agree","Agree","","Yes","No","No","No","No","Yes","No","","","","","","","","","","","","Occasionally","Occasionally","Occasionally","Frequently","Frequently","Occasionally","Frequently","Frequently","Frequently","Frequently","Occasionally","Occasionally","","Principal investigator of the study","","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","","6 - 10 people","Graduate student (PhD, masters)","","Male",NA,"Asian","","Belgium","",14540
"203",222,"6/1/2022 8:13","6/1/2022 8:26","IP Address","100",780,"TRUE","6/1/2022 8:26","R_1Dvf2sd2qjYIwdh",NA,"email","EN","55+ years old","Yes","Geographic methods, GIS, spatial statistics","","Quantitative","Very little","Make sure that if other investigators repeat the same kind of analysis, they will obtain similar or same results.","Somewhat","Most of the time","Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Most of the time","Very little","Never","Somewhat","Most of the time","Rarely","Never","Somewhat","Rarely","Never","Not at all","","Agree","Strongly disagree","Agree","Agree","Strongly agree","Strongly disagree","No","No","No","No","No","No","No","","","","","","","","","","40","80","Occasionally","Frequently","Occasionally","Frequently","Frequently","Frequently","Occasionally","Occasionally","Occasionally","Occasionally","Frequently","Occasionally","","Principal investigator of the study,Peer-reviewer(s),Journal editor(s)","","Very important","Very important","Very important","Somewhat important","Very important","Very important","Very important","Very important","Very important","Somewhat important","","2 - 5 people","Full professor/lecturer","","Male",NA,"White","","Spain","",8119
"204",225,"6/1/2022 18:19","6/1/2022 18:40","IP Address","100",1281,"TRUE","6/1/2022 18:40","R_2rIKv5rhV8FKofI",NA,"email","EN","35-54 years old","Yes","Physical geography, earth and environmental sciences","","Mixed Methods","Very little","Research findings or phenomena can be replicated","Somewhat","Some of the time","Data visualization or mapping","Some of the time","To a great extent","Most of the time","To a great extent","Most of the time","Most of the time","Some of the time","Very little","Rarely","Rarely","Not at all","","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Disagree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","In order to confirm the reliability of the results, make myself and my colleagues more believe in the experimental results","All","None","None","Yes, all","Yes, all","No","Yes, all","I submit all of my experimental data for publication.","90","95","Rarely","Occasionally","Occasionally","Occasionally","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Never","Rarely","no","Principal investigator of the study","","Very important","Somewhat important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","","2 - 5 people","Associate professor/lecturer","","Male",NA,"Asian","","China","I would like to be entered into the prize draw",27120
"205",226,"5/26/2022 13:45","6/2/2022 9:57","IP Address","100",591096,"TRUE","6/2/2022 9:57","R_3sanAH0uhIkmQ8e",NA,"email","EN","18-34 years old","Yes","Geographic methods, GIS, spatial statistics","","Mixed Methods","Somewhat","Be replicated by other researchers","To a great extent","Rarely","Data analysis","Most of the time","Very little","Never","To a great extent","Some of the time","Rarely","Some of the time","Somewhat","Some of the time","Never","Somewhat","Never","Disagree","Agree","Agree","Strongly agree","Disagree","Strongly disagree","Yes","Yes","Yes","Yes","No","Yes","Yes","Test internationally approved methodologies in the context of my country","None","All","None","Yes, some","Yes, some","Yes, some","Yes, all","","100","100","Never","Rarely","Rarely","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Rarely","","Principal investigator of the study,Peer-reviewer(s)","","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Somewhat not important","Very important","","6 - 10 people","Technician/research assistant","","Female",NA,"Hispanic","","Mexico","I would like to be entered into the prize draw",16377
"206",227,"5/31/2022 9:42","6/2/2022 13:21","IP Address","100",185927,"TRUE","6/2/2022 13:21","R_71XHh1S1SZfTl2p",NA,"email","EN","35-54 years old","Unsure","Physical geography, earth and environmental sciences","","Quantitative","To a great extent","The methods should provide sufficient information to be able to reproduce the results. In quantitative science this should, at minimum, provide all the equations and algorithms used for any calculation. In the interest of increasing transparency in science, the practice of sharing the code should be encouraged.","To a great extent","Most of the time","Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Most of the time","Somewhat","Some of the time","To a great extent","Most of the time","Most of the time","Some of the time","To a great extent","Most of the time","Some of the time","Somewhat","Rarely","Disagree","Disagree","Strongly agree","Agree","Agree","Disagree","Yes","Yes","Yes","Yes","Yes","Yes","No","","","","","","","","","","60","60","Rarely","Occasionally","Occasionally","Frequently","Frequently","Frequently","Rarely","Frequently","Occasionally","Occasionally","Occasionally","Rarely","","Principal investigator of the study,Journal editor(s)","","Somewhat important","Somewhat important","Very important","Somewhat not important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","","6 - 10 people","Associate professor/lecturer","","Male",NA,"Other","","Netherlands","I would like to be entered into the prize draw",11791
